,query_id,client_email,query_heading,query_description,status,date_raised,date_closed
5037,Q5038,duffyjoshua@example.org,Subscription Cancellation,Received cancellation email but charged again.,Closed,28-03-2025,03-04-2025
5038,Q5039,mendozadouglas@example.com,Billing Problem,Need clarification on currency charges.,Closed,29-06-2025,09-07-2025
5039,Q5040,fsalinas@example.net,Payment Failure,Card declined despite funds.,Closed,17-05-2025,24-05-2025
5040,Q5041,barnettkurt@example.net,Billing Problem,Promo code was not applied.,Closed,08-02-2025,26-02-2025
5041,Q5042,lucas17@example.org,Account Suspension,Terms of use were unclear.,Closed,14-07-2025,15-07-2025
5042,Q5043,zlewis@example.org,Technical Support,App crashes after update.,Closed,25-03-2025,30-03-2025
5043,Q5044,dannyortega@example.org,Login Issue,Login working on browser but not app.,Closed,13-03-2025,25-03-2025
5044,Q5045,schroederalicia@example.org,Billing Problem,Refund not credited after 7 days.,Closed,26-06-2025,28-06-2025
5045,Q5046,tonyagonzalez@example.org,Bug Report,Date selector not responsive.,Closed,09-07-2025,23-07-2025
5046,Q5047,jessicasexton@example.org,Billing Problem,Unable to update billing address.,Closed,08-04-2025,21-04-2025
5047,Q5048,carla58@example.org,Data Export,Filters not applying in exported data.,Closed,10-03-2025,16-03-2025
5048,Q5049,ecampbell@example.net,Feature Request,Can we have auto-save for drafts?,Closed,28-03-2025,03-04-2025
5049,Q5050,edwardprice@example.net,Payment Failure,Bank transaction shows pending.,Closed,18-04-2025,29-04-2025
5050,Q5051,gerald16@example.org,Subscription Cancellation,App locked after cancellation.,Closed,04-03-2025,06-03-2025
5051,Q5052,anne19@example.com,Login Issue,Getting 'user not found' even with valid ID.,Closed,12-03-2025,13-03-2025
5052,Q5053,yjones@example.net,Technical Support,Settings not saving properly.,Closed,20-02-2025,25-02-2025
5053,Q5054,marklane@example.net,Technical Support,Error 500 on accessing dashboard.,Closed,15-07-2025,24-07-2025
5054,Q5055,stephanieanderson@example.org,Technical Support,Can’t sync data across devices.,Closed,05-02-2025,13-02-2025
5055,Q5056,uwilkinson@example.org,Bug Report,Exported file missing columns.,Closed,29-06-2025,14-07-2025
5056,Q5057,briangamble@example.org,Billing Problem,Amount charged doesn’t match pricing plan.,Closed,16-07-2025,22-07-2025
5057,Q5058,ahernandez@example.com,Account Suspension,Support says I’m blacklisted — why?,Closed,12-06-2025,15-06-2025
5058,Q5059,fitzpatrickmichelle@example.com,Feature Request,Would like push notifications for updates.,Closed,05-04-2025,19-04-2025
5059,Q5060,joshuamorgan@example.com,Subscription Cancellation,"Didn’t mean to cancel, can I undo?",Closed,04-04-2025,13-04-2025
5060,Q5061,leachnicholas@example.net,Technical Support,Settings not saving properly.,Closed,01-05-2025,05-05-2025
5061,Q5062,patrick35@example.com,Feature Request,Provide more chart types in dashboard.,Closed,15-03-2025,17-03-2025
5062,Q5063,laurajones@example.com,Payment Failure,Need GST invoice after payment.,Closed,13-04-2025,15-04-2025
5063,Q5064,carlsonalison@example.com,Bug Report,Search bar resets randomly.,Closed,28-02-2025,03-03-2025
5064,Q5065,hcooper@example.net,Bug Report,Form validation not working properly.,Closed,25-07-2025,26-07-2025
5065,Q5066,riverakelly@example.net,Login Issue,Captcha keeps looping during login.,Closed,19-06-2025,20-06-2025
5066,Q5067,jason61@example.net,Technical Support,Settings not saving properly.,Closed,13-02-2025,17-02-2025
5067,Q5068,jonathan94@example.net,Subscription Cancellation,Auto-renew not turned off.,Closed,09-07-2025,10-07-2025
5068,Q5069,lambertbradley@example.net,Billing Problem,Invoice PDF is missing this month.,Closed,16-03-2025,23-03-2025
5069,Q5070,tonyareed@example.com,Payment Failure,Charged twice for one payment.,Closed,17-02-2025,20-02-2025
5070,Q5071,gonzaleztaylor@example.net,Login Issue,Forgot my password and reset isn’t working.,Closed,01-06-2025,09-06-2025
5071,Q5072,daviskelli@example.net,UI Feedback,Icons not intuitive.,Closed,08-07-2025,10-07-2025
5072,Q5073,aadkins@example.org,Billing Problem,Promo code was not applied.,Closed,14-03-2025,23-03-2025
5073,Q5074,tcaldwell@example.net,Account Suspension,Appeal submitted but no response yet.,Closed,31-05-2025,02-06-2025
5074,Q5075,johnmathews@example.org,Billing Problem,Invoice still shows old company name.,Closed,27-02-2025,28-02-2025
5075,Q5076,wwilliams@example.com,Payment Failure,UPI transaction timed out.,Closed,25-02-2025,09-03-2025
5076,Q5077,timothystewart@example.net,Bug Report,Back button doesn’t work.,Closed,24-05-2025,28-05-2025
5077,Q5078,elliscasey@example.com,Bug Report,Sidebar collapses on scroll.,Closed,20-02-2025,24-02-2025
5078,Q5079,ethankirby@example.com,Bug Report,Form validation not working properly.,Closed,03-04-2025,11-04-2025
5079,Q5080,mroy@example.net,Technical Support,Live chat not launching.,Closed,06-07-2025,07-07-2025
5080,Q5081,nicole84@example.com,Login Issue,Error 401 appearing on login.,Closed,29-01-2025,06-02-2025
5081,Q5082,vvasquez@example.com,Payment Failure,Card declined despite funds.,Closed,01-05-2025,02-05-2025
5082,Q5083,andrew52@example.com,Data Export,Zip file corrupted during export.,Closed,30-06-2025,11-07-2025
5083,Q5084,sara28@example.com,Bug Report,Exported file missing columns.,Closed,23-03-2025,01-04-2025
5084,Q5085,austin29@example.com,Feature Request,Add folder structure to organize data.,Closed,03-05-2025,05-05-2025
5085,Q5086,kevin04@example.org,Payment Failure,Payment success mail delayed.,Closed,04-06-2025,11-06-2025
5086,Q5087,swolf@example.org,Account Suspension,Need help lifting restrictions.,Closed,21-05-2025,23-05-2025
5087,Q5088,shannonjulian@example.org,Subscription Cancellation,Cancel option not visible in settings.,Closed,06-05-2025,15-05-2025
5088,Q5089,ccarr@example.com,Login Issue,Seeing 'invalid session token' error.,Closed,31-05-2025,01-06-2025
5089,Q5090,wsavage@example.com,Payment Failure,UPI transaction timed out.,Closed,14-05-2025,15-05-2025
5090,Q5091,nicole17@example.com,Technical Support,Graphs not rendering properly.,Closed,24-05-2025,27-05-2025
5091,Q5092,kelly55@example.net,Account Suspension,How do I appeal a suspension?,Closed,28-06-2025,29-06-2025
5092,Q5093,deniseramos@example.org,Payment Failure,Need help with failed subscription payment.,Closed,14-04-2025,16-04-2025
5093,Q5094,martinchristina@example.com,Payment Failure,Card declined despite funds.,Closed,16-07-2025,18-07-2025
5094,Q5095,danielsshawn@example.com,Data Export,Need export in regional time zone.,Closed,10-02-2025,14-02-2025
5095,Q5096,ivan23@example.com,Billing Problem,Charged extra on my last invoice.,Closed,13-03-2025,22-03-2025
5096,Q5097,anne62@example.net,Account Suspension,Unjustified account suspension request.,Closed,23-07-2025,27-07-2025
5097,Q5098,daniel61@example.com,UI Feedback,Mobile responsiveness needs improvement.,Closed,16-04-2025,20-04-2025
5098,Q5099,taylorbrian@example.com,Billing Problem,Bank deducted amount but dashboard shows unpaid.,Closed,26-05-2025,28-05-2025
5099,Q5100,pamelaroberts@example.com,Billing Problem,Unable to update billing address.,Closed,17-03-2025,20-03-2025
5100,Q5101,scottrojas@example.com,Subscription Cancellation,Accidentally cancelled wrong plan.,Closed,20-02-2025,01-03-2025
5101,Q5102,thomasmegan@example.net,Bug Report,Search bar resets randomly.,Closed,08-06-2025,22-06-2025
5102,Q5103,garciajaime@example.net,Account Suspension,My account was suspended without notice.,Closed,06-03-2025,19-03-2025
5103,Q5104,jmcintosh@example.org,UI Feedback,Sidebar hides important links.,Closed,22-07-2025,28-07-2025
5104,Q5105,paul11@example.net,Login Issue,Unable to login with correct credentials.,Closed,03-03-2025,04-03-2025
5105,Q5106,jonesjeffrey@example.net,Billing Problem,Late fee charged wrongly.,Closed,09-04-2025,13-04-2025
5106,Q5107,penny06@example.com,Payment Failure,Need GST invoice after payment.,Closed,10-03-2025,15-03-2025
5107,Q5108,ehines@example.com,Account Suspension,Account banned during payment process.,Closed,15-04-2025,17-04-2025
5108,Q5109,ryanmartin@example.org,Login Issue,Captcha keeps looping during login.,Closed,25-06-2025,01-07-2025
5109,Q5110,florestodd@example.net,UI Feedback,Text is too small on mobile.,Opened,08-06-2025,
5110,Q5111,kelly80@example.net,UI Feedback,Filter section takes too much space.,Closed,16-06-2025,25-06-2025
5111,Q5112,zanderson@example.org,Billing Problem,Bill shows usage I didn’t make.,Closed,23-06-2025,29-06-2025
5112,Q5113,fosterethan@example.net,Payment Failure,Didn’t receive invoice after payment.,Closed,17-04-2025,25-04-2025
5113,Q5114,qwilliams@example.net,Payment Failure,Need help with failed subscription payment.,Closed,15-02-2025,27-02-2025
5114,Q5115,schneiderelizabeth@example.net,UI Feedback,Dark mode missing in login.,Closed,28-02-2025,02-03-2025
5115,Q5116,alvaradokaren@example.com,Billing Problem,Billed for a cancelled plan.,Closed,06-06-2025,07-06-2025
5116,Q5117,pking@example.com,Feature Request,Can you include language translation?,Closed,17-05-2025,19-05-2025
5117,Q5118,nancy71@example.org,Payment Failure,Bank transaction shows pending.,Closed,11-02-2025,12-02-2025
5118,Q5119,bryanmichael@example.org,Data Export,Export button missing from UI.,Closed,12-07-2025,26-07-2025
5119,Q5120,josephdavis@example.com,Data Export,Exported PDF looks blank.,Closed,05-05-2025,11-05-2025
5120,Q5121,ostafford@example.com,Account Suspension,My account was suspended without notice.,Closed,29-05-2025,01-06-2025
5121,Q5122,michaelwilson@example.org,Payment Failure,Need help with failed subscription payment.,Closed,04-05-2025,09-05-2025
5122,Q5123,imorse@example.net,Login Issue,App logs me out automatically.,Closed,25-05-2025,03-06-2025
5123,Q5124,frankthomas@example.net,Bug Report,Form validation not working properly.,Closed,28-06-2025,09-07-2025
5124,Q5125,carolinecompton@example.com,Subscription Cancellation,Received cancellation email but charged again.,Closed,15-04-2025,17-04-2025
5125,Q5126,karenreyes@example.com,Login Issue,Getting 'user not found' even with valid ID.,Closed,01-03-2025,16-03-2025
5126,Q5127,greenjeffrey@example.org,Billing Problem,Duplicate transaction found.,Closed,09-03-2025,11-03-2025
5127,Q5128,coopermarvin@example.com,Subscription Cancellation,Accidentally cancelled wrong plan.,Closed,02-07-2025,06-07-2025
5128,Q5129,martinezkyle@example.org,Billing Problem,Bill shows usage I didn’t make.,Closed,16-04-2025,02-05-2025
5129,Q5130,srubio@example.net,Bug Report,Search bar resets randomly.,Closed,06-04-2025,07-04-2025
5130,Q5131,ucross@example.org,Login Issue,Getting 'user not found' even with valid ID.,Closed,15-05-2025,18-05-2025
5131,Q5132,gerald08@example.org,Feature Request,Requesting PDF report generation.,Closed,21-06-2025,25-06-2025
5132,Q5133,pkramer@example.org,Feature Request,Requesting PDF report generation.,Closed,21-07-2025,29-07-2025
5133,Q5134,justinterry@example.org,Bug Report,Search bar resets randomly.,Closed,05-03-2025,11-03-2025
5134,Q5135,fsilva@example.com,Billing Problem,Not receiving monthly bills via email.,Closed,17-02-2025,22-02-2025
5135,Q5136,aaron03@example.net,Technical Support,Download button is inactive.,Closed,15-04-2025,22-04-2025
5136,Q5137,brandon96@example.com,Technical Support,White screen on startup.,Closed,20-04-2025,26-04-2025
5137,Q5138,yhayden@example.com,Billing Problem,Duplicate transaction found.,Closed,17-02-2025,19-02-2025
5138,Q5139,joel97@example.org,Login Issue,Captcha keeps looping during login.,Closed,19-05-2025,21-05-2025
5139,Q5140,malonejade@example.org,Account Suspension,Appeal submitted but no response yet.,Closed,18-04-2025,21-04-2025
5140,Q5141,dylan24@example.com,Account Suspension,Appeal submitted but no response yet.,Closed,26-07-2025,01-08-2025
5141,Q5142,thomaslee@example.net,Feature Request,Multi-user role system would help.,Closed,16-02-2025,01-03-2025
5142,Q5143,irichardson@example.org,Payment Failure,EMI option not available anymore.,Closed,16-06-2025,18-06-2025
5143,Q5144,clarkkaren@example.net,Account Suspension,Account banned during payment process.,Closed,22-03-2025,23-03-2025
5144,Q5145,weisstara@example.com,Account Suspension,Suspension mail was too vague.,Closed,19-05-2025,21-05-2025
5145,Q5146,bthompson@example.net,Login Issue,Two-factor authentication is not sending code.,Closed,04-04-2025,08-04-2025
5146,Q5147,courtney53@example.org,Data Export,Charts not included in report export.,Closed,18-07-2025,23-07-2025
5147,Q5148,clarkthomas@example.com,Payment Failure,Payment success mail delayed.,Closed,27-07-2025,31-07-2025
5148,Q5149,sherry90@example.net,Billing Problem,Duplicate transaction found.,Closed,18-04-2025,02-05-2025
5149,Q5150,grogers@example.net,Technical Support,Settings not saving properly.,Closed,05-04-2025,13-04-2025
5150,Q5151,edward15@example.net,Billing Problem,Bill shows usage I didn’t make.,Closed,10-06-2025,14-06-2025
5151,Q5152,matthew95@example.com,UI Feedback,Table headers not sticky.,Closed,12-05-2025,24-05-2025
5152,Q5153,roberthancock@example.net,Account Suspension,"Got auto-ban, never violated terms.",Closed,16-03-2025,26-03-2025
5153,Q5154,fgarcia@example.org,UI Feedback,Table headers not sticky.,Closed,25-06-2025,11-07-2025
5154,Q5155,erickelley@example.com,Payment Failure,Card declined despite funds.,Closed,24-02-2025,26-02-2025
5155,Q5156,sean89@example.org,Login Issue,Account seems to be disabled.,Closed,03-04-2025,07-04-2025
5156,Q5157,scottpriscilla@example.com,Billing Problem,Amount charged doesn’t match pricing plan.,Closed,20-07-2025,22-07-2025
5157,Q5158,lewisjohn@example.com,Data Export,Zip file corrupted during export.,Closed,08-03-2025,11-03-2025
5158,Q5159,sotojennifer@example.com,Data Export,Charts not included in report export.,Closed,16-04-2025,17-04-2025
5159,Q5160,kimberlyanthony@example.org,Login Issue,Unable to login with correct credentials.,Closed,11-05-2025,12-05-2025
5160,Q5161,donald99@example.com,Data Export,Charts not included in report export.,Closed,08-05-2025,16-05-2025
5161,Q5162,robert00@example.com,Bug Report,Check/uncheck box not saving state.,Closed,31-03-2025,05-04-2025
5162,Q5163,allentricia@example.net,Technical Support,Live chat not launching.,Closed,06-02-2025,11-02-2025
5163,Q5164,amy85@example.com,Login Issue,Seeing 'invalid session token' error.,Closed,02-03-2025,11-03-2025
5164,Q5165,jonesbryce@example.net,Billing Problem,Billed for a cancelled plan.,Closed,18-05-2025,29-05-2025
5165,Q5166,gregorywatson@example.org,Login Issue,Seeing 'invalid session token' error.,Closed,11-02-2025,18-02-2025
5166,Q5167,ann44@example.org,UI Feedback,Error messages not clear enough.,Opened,14-06-2025,
5167,Q5168,joseph70@example.org,Billing Problem,Bank deducted amount but dashboard shows unpaid.,Closed,02-07-2025,05-07-2025
5168,Q5169,tracycannon@example.com,Technical Support,Getting JSON decode error.,Closed,22-04-2025,23-04-2025
5169,Q5170,william19@example.org,Feature Request,Would like push notifications for updates.,Closed,28-06-2025,30-06-2025
5170,Q5171,rcampbell@example.com,Subscription Cancellation,App locked after cancellation.,Opened,15-03-2025,
5171,Q5172,jamiehernandez@example.net,Data Export,Export email not received.,Closed,28-03-2025,02-04-2025
5172,Q5173,tiffanyflores@example.org,Payment Failure,Need confirmation after retry.,Closed,16-06-2025,20-06-2025
5173,Q5174,amandarussell@example.com,Bug Report,Sidebar collapses on scroll.,Closed,02-04-2025,07-04-2025
5174,Q5175,fryemichael@example.com,Login Issue,Login button is unresponsive.,Closed,20-06-2025,30-06-2025
5175,Q5176,danieljuarez@example.com,Payment Failure,EMI option not available anymore.,Closed,18-05-2025,19-05-2025
5176,Q5177,kathy56@example.org,Login Issue,Unable to login with correct credentials.,Closed,18-07-2025,05-08-2025
5177,Q5178,clayton05@example.org,Login Issue,Login button is unresponsive.,Closed,06-07-2025,20-07-2025
5178,Q5179,rodriguezdoris@example.net,Data Export,Time range in export is incorrect.,Closed,28-04-2025,02-05-2025
5179,Q5180,gnguyen@example.com,Subscription Cancellation,Auto-renew not turned off.,Closed,28-04-2025,01-05-2025
5180,Q5181,zacharyolson@example.org,Login Issue,Seeing 'invalid session token' error.,Closed,13-02-2025,14-02-2025
